class	spec	spec_id	name	spell_id	origin	source	castable	cooldown	band	tree	hero_tree	node_id	entry_id	max_ranks	blizz_category	seed_bucket	also_from	aliases	description_source
Warlock	Affliction	265	Impish Instincts	409835	pvp-talent	PvpTalent	false	0	Rotational										api
Warlock	Affliction	265	Jinx	426352	pvp-talent	PvpTalent	false	0	Rotational										api
Warlock	Affliction	265	Rot and Decay	212371	pvp-talent	PvpTalent	false	0	Rotational										api
Warlock	Affliction	265	Absolute Corruption	196103	talent-passive	TraitNodeEntry	false	0	Rotational	spec		72051	91572	1					api
Warlock	Affliction	265	Abyss Walker	389609	talent-passive	TraitNodeEntry	false	0	Rotational	class		71954	91465	1	Buff		cdm-only:CooldownSetSpell		api
Warlock	Affliction	265	Alzzin's Iniquity	1266803	talent-passive	TraitNodeEntry	false	0	Rotational	hero	Hellcaller	109834	136093	1					api
Warlock	Affliction	265	Aura of Enfeeblement	440059	talent-passive	TraitNodeEntry	false	0	Rotational	hero	Hellcaller	94822	123309	1					api
Warlock	Affliction	265	Blackened Soul	440043	talent-passive	TraitNodeEntry	false	0	Rotational	hero	Hellcaller	94837	117434	1					api
Warlock	Affliction	265	Bleakheart Tactics	440051	talent-passive	TraitNodeEntry	false	0	Rotational	hero	Hellcaller	94854	123310	1					api
Warlock	Affliction	265	Cascading Calamity	1261124	talent-passive	TraitNodeEntry	false	0	Rotational	spec		109855	136115	1	Buff		cdm-only:CooldownSetSpell		api
Warlock	Affliction	265	Contagion	453096	talent-passive	TraitNodeEntry	false	0	Rotational	spec		72041	91562	1					api
Warlock	Affliction	265	Creeping Death	264000	talent-passive	TraitNodeEntry	false	0	Rotational	spec		72058	91580	2					api
Warlock	Affliction	265	Cull the Weak	1259886	talent-passive	TraitNodeEntry	false	0	Rotational	spec		109859	136119	1					api
Warlock	Affliction	265	Cunning Cruelty	453172	talent-passive	TraitNodeEntry	false	0	Rotational	spec		72054	91576	1					api
Warlock	Affliction	265	Curse of the Satyr	440057	talent-passive	TraitNodeEntry	false	0	Rotational	hero	Hellcaller	94822	117419	1					api
Warlock	Affliction	265	Dark Accord	386659	talent-passive	TraitNodeEntry	false	0	Rotational	class		71956	91467	1					api
Warlock	Affliction	265	Death's Embrace	234876	talent-passive	TraitNodeEntry	false	0	Rotational	spec		72033	91553	1					api
Warlock	Affliction	265	Demon Skin	219272	talent-passive	TraitNodeEntry	false	0	Rotational	class		71952	91463	2					api
Warlock	Affliction	265	Demoniac's Fervor	449629	talent-passive	TraitNodeEntry	false	0	Rotational	hero	Soul Harvester	94832	117429	1					api
Warlock	Affliction	265	Demonic Embrace	288843	talent-passive	TraitNodeEntry	false	0	Rotational	class		71930	91438	1					api
Warlock	Affliction	265	Demonic Fortitude	386617	talent-passive	TraitNodeEntry	false	0	Rotational	class		71922	91430	1					api
Warlock	Affliction	265	Demonic Resilience	389590	talent-passive	TraitNodeEntry	false	0	Rotational	class		71917	91424	1					api
Warlock	Affliction	265	Demonic Soul	449614	talent-passive	TraitNodeEntry	false	0	Rotational	hero	Soul Harvester	94851	117448	1					api
Warlock	Affliction	265	Devil Fruit	1266805	talent-passive	TraitNodeEntry	false	0	Rotational	hero	Hellcaller	109835	136094	1					api
Warlock	Affliction	265	Drain Soul	388667	talent-passive	TraitNodeEntry	false	0	Rotational	spec		72045	124692	1					api
Warlock	Affliction	265	Empowered Drain Life	1271689	talent-passive	TraitNodeEntry	false	0	Rotational	class		110076	136573	1					api
Warlock	Affliction	265	Empowered Healthstone	1271699	talent-passive	TraitNodeEntry	false	0	Rotational	class		110075	136572	1					api
Warlock	Affliction	265	Eternal Hunger	1268903	talent-passive	TraitNodeEntry	false	0	Rotational	hero	Soul Harvester	109837	136096	1					api
Warlock	Affliction	265	Eternal Servitude	449707	talent-passive	TraitNodeEntry	false	0	Rotational	hero	Soul Harvester	94824	117421	1					api
Warlock	Affliction	265	Eye Contract	1279521	talent-passive	TraitNodeEntry	false	0	Rotational	spec		110270	136813	1					api
Warlock	Affliction	265	Fatal Echoes	1260229	talent-passive	TraitNodeEntry	false	0	Rotational	spec		109852	136112	1					api
Warlock	Affliction	265	Feast of Souls	449706	talent-passive	TraitNodeEntry	false	0	Rotational	hero	Soul Harvester	94823	123839	1					api
Warlock	Affliction	265	Fel Armor	386124	talent-passive	TraitNodeEntry	false	0	Rotational	class		71950	91461	2					api
Warlock	Affliction	265	Fel Pact	386113	talent-passive	TraitNodeEntry	false	0	Rotational	class		71932	91440	1					api
Warlock	Affliction	265	Fel Synergy	389367	talent-passive	TraitNodeEntry	false	0	Rotational	class		71924	91432	2					api
Warlock	Affliction	265	Fiendish Stride	386110	talent-passive	TraitNodeEntry	false	0	Rotational	class		71948	91459	1					api
Warlock	Affliction	265	Fortified Soul	1271694	talent-passive	TraitNodeEntry	false	0	Rotational	class		110074	136571	1					api
Warlock	Affliction	265	Foul Mouth	1265813	talent-passive	TraitNodeEntry	false	0	Rotational	class		109840	136100	1					api
Warlock	Affliction	265	Frequent Donor	386686	talent-passive	TraitNodeEntry	false	0	Rotational	class		71937	91445	1					api
Warlock	Affliction	265	Frequent Traveler	1265801	talent-passive	TraitNodeEntry	false	0	Rotational	class		109841	136101	1					api
Warlock	Affliction	265	Friends In Dark Places	449703	talent-passive	TraitNodeEntry	false	0	Rotational	hero	Soul Harvester	94850	123840	1					api
Warlock	Affliction	265	Gorebound Fortitude	449701	talent-passive	TraitNodeEntry	false	0	Rotational	hero	Soul Harvester	94850	117447	1					api
Warlock	Affliction	265	Gorefiend's Avarice	1270701	talent-passive	TraitNodeEntry	false	0	Rotational	class		71923	91431	1					api
Warlock	Affliction	265	Gorefiend's Resolve	389623	talent-passive	TraitNodeEntry	false	0	Rotational	hero	Soul Harvester	94824	123838	1					api
Warlock	Affliction	265	Hatefury Rituals	440048	talent-passive	TraitNodeEntry	false	0	Rotational	hero	Hellcaller	94854	117451	1					api
Warlock	Affliction	265	Horrify	56244	talent-passive	TraitNodeEntry	false	0	Rotational	class		71916	115459	1					api
Warlock	Affliction	265	Ichor of Devils	386664	talent-passive	TraitNodeEntry	false	0	Rotational	class		71937	91446	1					api
Warlock	Affliction	265	Illhoof's Design	440070	talent-passive	TraitNodeEntry	false	0	Rotational	hero	Hellcaller	94835	123308	1					api
Warlock	Affliction	265	Improved Haunt	458034	talent-passive	TraitNodeEntry	false	0	Rotational	spec		102031	126064	1					api
Warlock	Affliction	265	Improved Mortal Coil	1265816	talent-passive	TraitNodeEntry	false	0	Rotational	class		109845	136105	1					api
Warlock	Affliction	265	Improved Shadow Bolt	453080	talent-passive	TraitNodeEntry	false	0	Rotational	spec		72045	91566	1					api
Warlock	Affliction	265	Infernal Beneficiary	1265810	talent-passive	TraitNodeEntry	false	0	Rotational	class		109844	136104	1					api
Warlock	Affliction	265	Malediction	453087	talent-passive	TraitNodeEntry	false	0	Rotational	spec		72046	91567	1					api
Warlock	Affliction	265	Malefic Grasp	1261149	talent-passive	TraitNodeEntry	false	0	Rotational	spec		109858	136118	1					api
Warlock	Affliction	265	Manifested Avarice	1268884	talent-passive	TraitNodeEntry	false	0	Rotational	hero	Soul Harvester	109839	136098	1					api
Warlock	Affliction	265	Mark of Peroth'arn	440045	talent-passive	TraitNodeEntry	false	0	Rotational	hero	Hellcaller	94844	117441	1					api
Warlock	Affliction	265	Mark of Xavius	440046	talent-passive	TraitNodeEntry	false	0	Rotational	hero	Hellcaller	94834	117431	1					api
Warlock	Affliction	265	Necrolyte Teachings	449620	talent-passive	TraitNodeEntry	false	0	Rotational	hero	Soul Harvester	94825	117422	1					api
Warlock	Affliction	265	Nether Plating	1280733	talent-passive	TraitNodeEntry	false	0	Rotational	spec		71987	91504	1					api
Warlock	Affliction	265	Nightfall	108558	talent-passive	TraitNodeEntry	false	0	Rotational	spec		72047	91568	1	Buff		cdm-only:CooldownSetSpell		api
Warlock	Affliction	265	Nightmare	386648	talent-passive	TraitNodeEntry	false	0	Rotational	class		71916	91422	1					api
Warlock	Affliction	265	Niskaran Methods	1279510	talent-passive	TraitNodeEntry	false	0	Rotational	spec		109863	136123	1					api
Warlock	Affliction	265	Nocturnal Yield	1260271	talent-passive	TraitNodeEntry	false	0	Rotational	spec		109851	136111	1					api
Warlock	Affliction	265	Oppressive Darkness	1270255	talent-passive	TraitNodeEntry	false	0	Rotational	class		71941	91451	1					api
Warlock	Affliction	265	Pact of Gluttony	386689	talent-passive	TraitNodeEntry	false	0	Rotational	class		71926	91434	1					api
Warlock	Affliction	265	Pact of the Annihilan	1270693	talent-passive	TraitNodeEntry	false	0	Rotational	class		110071	136568	1					api
Warlock	Affliction	265	Pact of the Eredar	1270695	talent-passive	TraitNodeEntry	false	0	Rotational	class		109843	136103	1					api
Warlock	Affliction	265	Pact of the Nathrezim	1270690	talent-passive	TraitNodeEntry	false	0	Rotational	class		110073	136570	1					api
Warlock	Affliction	265	Pact of the Satyr	1270691	talent-passive	TraitNodeEntry	false	0	Rotational	class		110072	136569	1					api
Warlock	Affliction	265	Patient Zero	1260285	talent-passive	TraitNodeEntry	false	0	Rotational	spec		109853	136113	1					api
Warlock	Affliction	265	Potent Soul Shards	1259815	talent-passive	TraitNodeEntry	false	0	Rotational	spec		109864	136124	1					api
Warlock	Affliction	265	Practiced Pestilence	1259811	talent-passive	TraitNodeEntry	false	0	Rotational	spec		110269	136812	1					api
Warlock	Affliction	265	Quietus	449634	talent-passive	TraitNodeEntry	false	0	Rotational	hero	Soul Harvester	94846	117443	1					api
Warlock	Affliction	265	Ravenous Afflictions	459440	talent-passive	TraitNodeEntry	false	0	Rotational	spec		102247	126303	1					api
Warlock	Affliction	265	Sacrolash's Dark Strike	386986	talent-passive	TraitNodeEntry	false	0	Rotational	spec		109850	136110	1					api
Warlock	Affliction	265	Sataiel's Volition	449637	talent-passive	TraitNodeEntry	false	0	Rotational	hero	Soul Harvester	94838	117435	1					api
Warlock	Affliction	265	Seeds of Destruction	1259838	talent-passive	TraitNodeEntry	false	0	Rotational	spec		109866	136126	2					api
Warlock	Affliction	265	Seeds of Their Demise	440055	talent-passive	TraitNodeEntry	false	0	Rotational	hero	Hellcaller	94829	117426	1					api
Warlock	Affliction	265	Shadow of Death	449638	talent-passive	TraitNodeEntry	false	0	Rotational	hero	Soul Harvester	94857	117454	1					api
Warlock	Affliction	265	Shadow of Nathreza	1261984	talent-passive	TraitNodeEntry	false	0	Rotational	spec		110405	136983	1			talent-passive:TraitNodeEntry		api
Warlock	Affliction	265	Shard Instability	1260264	talent-passive	TraitNodeEntry	false	0	Rotational	spec		109857	136117	1	Buff		cdm-only:CooldownSetSpell		api
Warlock	Affliction	265	Shared Agony	1259825	talent-passive	TraitNodeEntry	false	0	Rotational	spec		109861	136121	1					api
Warlock	Affliction	265	Shared Fate	449704	talent-passive	TraitNodeEntry	false	0	Rotational	hero	Soul Harvester	94823	117420	1					api
Warlock	Affliction	265	Shared Vessel	1268889	talent-passive	TraitNodeEntry	false	0	Rotational	hero	Soul Harvester	109838	136097	1					api
Warlock	Affliction	265	Siphon Life	452999	talent-passive	TraitNodeEntry	false	0	Rotational	spec		72051	124693	1					api
Warlock	Affliction	265	Soul Anathema	449624	talent-passive	TraitNodeEntry	false	0	Rotational	hero	Soul Harvester	94847	117444	1					api
Warlock	Affliction	265	Soul Link	108415	talent-passive	TraitNodeEntry	false	0	Rotational	class		109842	136102	2					api
Warlock	Affliction	265	Sow the Seeds	196226	talent-passive	TraitNodeEntry	false	0	Rotational	spec		109854	136114	1					api
Warlock	Affliction	265	Strength of Will	317138	talent-passive	TraitNodeEntry	false	0	Rotational	class		71956	91468	1					api
Warlock	Affliction	265	Sudden Onset	1260209	talent-passive	TraitNodeEntry	false	0	Rotational	spec		109849	136109	1					api
Warlock	Affliction	265	Summoner's Embrace	453105	talent-passive	TraitNodeEntry	false	0	Rotational	spec		72037	91558	1					api
Warlock	Affliction	265	Swift Artifice	452902	talent-passive	TraitNodeEntry	false	0	Rotational	class		71918	91425	1					api
Warlock	Affliction	265	Teachings of the Black Harvest	385881	talent-passive	TraitNodeEntry	false	0	Rotational	class		71938	91447	1					api
Warlock	Affliction	265	Through the Felvine	1266799	talent-passive	TraitNodeEntry	false	0	Rotational	hero	Hellcaller	109836	136095	1					api
Warlock	Affliction	265	Wicked Reaping	449631	talent-passive	TraitNodeEntry	false	0	Rotational	hero	Soul Harvester	94821	117418	1					api
Warlock	Affliction	265	Withering Bolt	386976	talent-passive	TraitNodeEntry	false	0	Rotational	spec		72055	91577	2					api
Warlock	Affliction	265	Xalan's Cruelty	440040	talent-passive	TraitNodeEntry	false	0	Rotational	hero	Hellcaller	94845	117442	1					api
Warlock	Affliction	265	Xalan's Ferocity	440044	talent-passive	TraitNodeEntry	false	0	Rotational	hero	Hellcaller	94853	117450	1					api
Warlock	Affliction	265	Xavius' Gambit	416615	talent-passive	TraitNodeEntry	false	0	Rotational	spec		109865	136125	2					api
Warlock	Affliction	265	Zevrim's Resilience	440065	talent-passive	TraitNodeEntry	false	0	Rotational	hero	Hellcaller	94835	117432	1					api
Warlock	Affliction	265	Demonic Circle: Teleport	48020	cdm-only	CooldownSetSpell	true	30	Rotational						Utility	Taunt/Quick Access			db2-plain
Warlock	Affliction	265	Soulburn: Demonic Circle	387633	cdm-only	CooldownSetSpell	true	0	Rotational						Buff				db2-template+redirect
Warlock	Affliction	265	Succulent Soul	449793	cdm-only	CooldownSetSpell	true	0	Rotational						Buff				db2-template+redirect
Warlock	Affliction	265	Summon Desperate Soul	1262094	cdm-only	CooldownSetSpell	true	0	Rotational						Buff				db2-template+redirect
Warlock	Demonology	266	Fel Domination	333889	talent-active	TraitNodeEntry	true	180	Cooldown	class		71931	91439	1	Buff/Utility	Self-Heal 3 (Overflow)	cdm-only:CooldownSetSpell		api
Warlock	Demonology	266	Summon Doomguard	1276672	talent-active	TraitNodeEntry	true	120	Cooldown	spec		101917	125863	1	Buff/Essential		cdm-only:CooldownSetSpell		api
Warlock	Demonology	266	Dark Pact	108416	talent-active	TraitNodeEntry	true	60	Cooldown	class		71936	91444	1	Buff/Utility	Personal Defensive 1	cdm-only:CooldownSetSpell		api
Warlock	Demonology	266	Summon Demonic Tyrant	265187	talent-active	TraitNodeEntry	true	60	Cooldown	spec		101905	125850	1	Essential/Other	Cooldown 1	cdm-only:CooldownSetSpell		api
Warlock	Demonology	266	Mortal Coil	6789	talent-active	TraitNodeEntry	true	45	Cooldown	class		71942	91452	1	Buff/Utility	Self-Heal 2	cdm-only:CooldownSetSpell		api
Warlock	Demonology	266	Call Dreadstalkers	104316	talent-active	TraitNodeEntry	true	20	Rotational	spec		101894	125837	1	Essential/Other	Rotational 2	cdm-only:CooldownSetSpell		api
Warlock	Demonology	266	Demonic Gateway	111771	talent-active	TraitNodeEntry	true	10	Rotational	class		71955	91466	1	Essential	Movement Ability 2	cdm-only:CooldownSetSpell		api
Warlock	Demonology	266	Soulburn	385899	talent-active	TraitNodeEntry	true	6	Rotational	class		71957	91469	1	Buff	Class 7 (Raid Defensive)	cdm-only:CooldownSetSpell		api
Warlock	Demonology	266	Banish	710	talent-active	TraitNodeEntry	true	0	Rotational	class		71944	91454	1	Buff	Class 5 (Purge)	cdm-only:CooldownSetSpell		api
Warlock	Demonology	266	Burning Rush	111400	talent-active	TraitNodeEntry	true	0	Rotational	class		71949	91460	1		Movement Ability			api
Warlock	Demonology	266	Curse of Exhaustion	334275	talent-active	TraitNodeEntry	true	0	Rotational	class		109847	136107	1	Buff	Slow	cdm-only:CooldownSetSpell		api
Warlock	Demonology	266	Curse of Tongues	1714	talent-active	TraitNodeEntry	true	0	Rotational	class		109846	136106	1	Buff	Class 2 (CC)	cdm-only:CooldownSetSpell		api
Warlock	Demonology	266	Demonic Circle	268358	talent-active	TraitNodeEntry	true	0	Rotational	class		100941	124694	1		Immune/Spell Immune/Movement			api
Warlock	Demonology	266	Hand of Gul'dan	105174	talent-active	TraitNodeEntry	true	0	Rotational	spec		101891	125834	1	Essential	Rotational 3	cdm-only:CooldownSetSpell		api
Warlock	Demonology	266	Summon Felguard	30146	talent-active	TraitNodeEntry	true	0	Rotational	spec		109257	135319	1		Self-Heal 4 (Emergency/Overflow)			api
Warlock	Demonology	266	Blight of Tongues	1271802	talent-choice	TraitNodeEntry	true	120	Cooldown	class		109848	136738	1	Buff/Essential	Class 4 (Special)	cdm-only:CooldownSetSpell		api
Warlock	Demonology	266	Blight of Weakness	1271748	talent-choice	TraitNodeEntry	true	120	Cooldown	class		109848	136108	1	Buff/Essential		cdm-only:CooldownSetSpell		api
Warlock	Demonology	266	Grimoire: Fel Ravager	1276467	talent-choice	TraitNodeEntry	true	120	Cooldown	spec		110197	136725	1	Buff/Essential		cdm-only:CooldownSetSpell		api
Warlock	Demonology	266	Grimoire: Imp Lord	1276452	talent-choice	TraitNodeEntry	true	120	Cooldown	spec		110197	136726	1	Buff/Essential		cdm-only:CooldownSetSpell		api
Warlock	Demonology	266	Shadowfury	30283	talent-choice	TraitNodeEntry	true	60	Cooldown	class		71947	91457	1	Buff/Utility	CC	cdm-only:CooldownSetSpell		api
Warlock	Demonology	266	Howl of Terror	5484	talent-choice	TraitNodeEntry	true	40	Rotational	class		71947	91458	1	Buff/Utility		cdm-only:CooldownSetSpell		api
Warlock	Demonology	266	Power Siphon	264130	talent-choice	TraitNodeEntry	true	30	Rotational	spec		101893	136731	1	Essential		cdm-only:CooldownSetSpell		api
Warlock	Demonology	266	Implosion	196277	talent-choice	TraitNodeEntry	true	15	Rotational	spec		101893	125836	1	Essential		cdm-only:CooldownSetSpell		api
Warlock	Demonology	266	Ritual of Doom	342601	class-baseline	SkillLineAbility:849	true	3600	Cooldown										api
Warlock	Demonology	266	Soulstone	20707	class-baseline	SkillLineAbility:849	true	600	Cooldown						Utility	Class 8 (Lust/BRes)	cdm-only:CooldownSetSpell		api
Warlock	Demonology	266	Unending Resolve	104773	class-baseline	SkillLineAbility:849	true	180	Cooldown						Buff/Utility	Personal Defensive 2	cdm-only:CooldownSetSpell		api
Warlock	Demonology	266	Create Soulwell	29893	class-baseline	SkillLineAbility:849	true	120	Cooldown						Utility		cdm-only:CooldownSetSpell		api
Warlock	Demonology	266	Ritual of Summoning	698	class-baseline	SkillLineAbility:849	true	120	Cooldown										api
Warlock	Demonology	266	Thal'kiel's Consumption	211714	class-baseline	SkillLineAbility:849	true	45	Cooldown										api
Warlock	Demonology	266	Reap Souls	216698	class-baseline	SkillLineAbility:849	true	5	Rotational										api
Warlock	Demonology	266	Chaos Barrage	187394	class-baseline	SkillLineAbility:849	true	0	Rotational										api
Warlock	Demonology	266	Chaos Bolt	215279	class-baseline	SkillLineAbility:849	true	0	Rotational										api
Warlock	Demonology	266	Command Demon	119898	class-baseline	SkillLineAbility:849	true	0	Rotational						Utility	Interrupt	cdm-only:CooldownSetSpell		api
Warlock	Demonology	266	Control Demon	93375	class-baseline	SkillLineAbility:849	true	0	Rotational										api
Warlock	Demonology	266	Corruption	146739	class-baseline	SkillLineAbility:849	true	0	Rotational										api
Warlock	Demonology	266	Create Healthstone	6201	class-baseline	SkillLineAbility:849	true	0	Rotational							Buff			api
Warlock	Demonology	266	Curse of Weakness	702	class-baseline	SkillLineAbility:849	true	0	Rotational						Buff	Class 3 (Tag)	cdm-only:CooldownSetSpell		api
Warlock	Demonology	266	Dimensional Rift	196586	class-baseline	SkillLineAbility:849	true	0	Rotational										api
Warlock	Demonology	266	Drain Life	234153	class-baseline	SkillLineAbility:849	true	0	Rotational							Self-Heal 1			api
Warlock	Demonology	266	Dreadsteed	23161	class-baseline	SkillLineAbility:849	true	0	Rotational										api
Warlock	Demonology	266	Eye of Kilrogg	126	class-baseline	SkillLineAbility:849	true	0	Rotational										api
Warlock	Demonology	266	Fear	5782	class-baseline	SkillLineAbility:849	true	0	Rotational						Buff	CC 2	cdm-only:CooldownSetSpell		api
Warlock	Demonology	266	Felsteed	5784	class-baseline	SkillLineAbility:849	true	0	Rotational										api
Warlock	Demonology	266	Shadow Bolt	686	class-baseline	SkillLineAbility:849	true	0	Rotational						Essential	Rotational 1	cdm-only:CooldownSetSpell		api
Warlock	Demonology	266	Single-Button Assistant	1229376	class-baseline	SpecializationSpells	true	0	Rotational										api
Warlock	Demonology	266	Soul Leech	108366	class-baseline	SkillLineAbility:849	true	0	Rotational								talent-passive:TraitNodeEntry		api
Warlock	Demonology	266	Subjugate Demon	1098	class-baseline	SkillLineAbility:849	true	0	Rotational										api
Warlock	Demonology	266	Summon Felhunter	691	class-baseline	SkillLineAbility:849	true	0	Rotational										api
Warlock	Demonology	266	Summon Imp	688	class-baseline	SkillLineAbility:849	true	0	Rotational										api
Warlock	Demonology	266	Summon Sayaad	366222	class-baseline	SkillLineAbility:849	true	0	Rotational										api
Warlock	Demonology	266	Summon Voidwalker	697	class-baseline	SkillLineAbility:849	true	0	Rotational										api
Warlock	Demonology	266	Unending Breath	5697	class-baseline	SkillLineAbility:849	true	0	Rotational										api
Warlock	Demonology	266	Call Fel Lord	212459	pvp-talent	PvpTalent	true	120	Cooldown						Essential		cdm-only:CooldownSetSpell		api
Warlock	Demonology	266	Shadow Rift	353294	pvp-talent	PvpTalent	true	60	Cooldown						Utility		cdm-only:CooldownSetSpell		api
Warlock	Demonology	266	Soul Rip	410598	pvp-talent	PvpTalent	true	60	Cooldown						Essential		cdm-only:CooldownSetSpell		api
Warlock	Demonology	266	Nether Ward	212295	pvp-talent	PvpTalent	true	45	Cooldown						Buff/Utility		cdm-only:CooldownSetSpell		api
Warlock	Demonology	266	Bonds of Fel	353753	pvp-talent	PvpTalent	true	30	Rotational						Essential		cdm-only:CooldownSetSpell		api
Warlock	Demonology	266	Bloodstones	1218692	pvp-talent	PvpTalent	false	0	Rotational										api
Warlock	Demonology	266	Gateway Mastery	248855	pvp-talent	PvpTalent	false	0	Rotational										api
Warlock	Demonology	266	Impish Instincts	409835	pvp-talent	PvpTalent	false	0	Rotational										api
Warlock	Demonology	266	Abyss Walker	389609	talent-passive	TraitNodeEntry	false	0	Rotational	class		71954	91465	1	Buff		cdm-only:CooldownSetSpell		api
Warlock	Demonology	266	Abyssal Dominion	429581	talent-passive	TraitNodeEntry	false	0	Rotational	hero	Diabolist	94831	117428	1					api
Warlock	Demonology	266	Annihilan's Bellow	429072	talent-passive	TraitNodeEntry	false	0	Rotational	hero	Diabolist	94836	118837	1					api
Warlock	Demonology	266	Antoran Armaments	1250921	talent-passive	TraitNodeEntry	false	0	Rotational	spec		109241	135303	1					api
Warlock	Demonology	266	Blighted Maw	1276956	talent-passive	TraitNodeEntry	false	0	Rotational	spec		109248	135310	1					api
Warlock	Demonology	266	Carnivorous Stalkers	386194	talent-passive	TraitNodeEntry	false	0	Rotational	spec		101887	125829	2					api
Warlock	Demonology	266	Cloven Souls	428517	talent-passive	TraitNodeEntry	false	0	Rotational	hero	Diabolist	94849	117446	1					api
Warlock	Demonology	266	Cruelty of Kerxan	429902	talent-passive	TraitNodeEntry	false	0	Rotational	hero	Diabolist	94848	117445	1					api
Warlock	Demonology	266	Dark Accord	386659	talent-passive	TraitNodeEntry	false	0	Rotational	class		71956	91467	1					api
Warlock	Demonology	266	Demon Skin	219272	talent-passive	TraitNodeEntry	false	0	Rotational	class		71952	91463	2					api
Warlock	Demonology	266	Demoniac	426115	talent-passive	TraitNodeEntry	false	0	Rotational	spec		109244	135306	1					api
Warlock	Demonology	266	Demoniac's Fervor	449629	talent-passive	TraitNodeEntry	false	0	Rotational	hero	Soul Harvester	94832	117429	1					api
Warlock	Demonology	266	Demonic Brutality	453908	talent-passive	TraitNodeEntry	false	0	Rotational	spec		101920	125866	1					api
Warlock	Demonology	266	Demonic Calling	1276947	talent-passive	TraitNodeEntry	false	0	Rotational	spec		101903	125848	2					api
Warlock	Demonology	266	Demonic Embrace	288843	talent-passive	TraitNodeEntry	false	0	Rotational	class		71930	91438	1					api
Warlock	Demonology	266	Demonic Fortitude	386617	talent-passive	TraitNodeEntry	false	0	Rotational	class		71922	91430	1					api
Warlock	Demonology	266	Demonic Knowledge	386185	talent-passive	TraitNodeEntry	false	0	Rotational	spec		109249	135311	2					api
Warlock	Demonology	266	Demonic Resilience	389590	talent-passive	TraitNodeEntry	false	0	Rotational	class		71917	91424	1					api
Warlock	Demonology	266	Demonic Soul	449614	talent-passive	TraitNodeEntry	false	0	Rotational	hero	Soul Harvester	94851	117448	1					api
Warlock	Demonology	266	Diabolic Oculi	1268709	talent-passive	TraitNodeEntry	false	0	Rotational	hero	Diabolist	109833	136092	1					api
Warlock	Demonology	266	Diabolic Ritual	428514	talent-passive	TraitNodeEntry	false	0	Rotational	hero	Diabolist	94855	117452	1	Buff		cdm-only:CooldownSetSpell		api
Warlock	Demonology	266	Dominant Hand	1276433	talent-passive	TraitNodeEntry	false	0	Rotational	spec		110195	136723	1					api
Warlock	Demonology	266	Dominion of Argus	1276163	talent-passive	TraitNodeEntry	false	0	Rotational	spec		110404	136980	1	Other		talent-passive:TraitNodeEntry;cdm-only:CooldownSetSpell		api
Warlock	Demonology	266	Doom	460551	talent-passive	TraitNodeEntry	false	0	Rotational	spec		110200	136729	1	Buff		cdm-only:CooldownSetSpell		api
Warlock	Demonology	266	Dreadlash	264078	talent-passive	TraitNodeEntry	false	0	Rotational	spec		101888	125830	1					api
Warlock	Demonology	266	Empowered Drain Life	1271689	talent-passive	TraitNodeEntry	false	0	Rotational	class		110076	136573	1					api
Warlock	Demonology	266	Empowered Felstorm	1279575	talent-passive	TraitNodeEntry	false	0	Rotational	spec		110192	136720	1					api
Warlock	Demonology	266	Empowered Healthstone	1271699	talent-passive	TraitNodeEntry	false	0	Rotational	class		110075	136572	1					api
Warlock	Demonology	266	Eternal Hunger	1268903	talent-passive	TraitNodeEntry	false	0	Rotational	hero	Soul Harvester	109837	136096	1					api
Warlock	Demonology	266	Eternal Servitude	449707	talent-passive	TraitNodeEntry	false	0	Rotational	hero	Soul Harvester	94824	117421	1					api
Warlock	Demonology	266	Feast of Souls	449706	talent-passive	TraitNodeEntry	false	0	Rotational	hero	Soul Harvester	94823	123839	1					api
Warlock	Demonology	266	Fel Armaments	1263935	talent-passive	TraitNodeEntry	false	0	Rotational	spec		109936	136229	1					api
Warlock	Demonology	266	Fel Armor	386124	talent-passive	TraitNodeEntry	false	0	Rotational	class		71950	91461	2					api
Warlock	Demonology	266	Fel Intellect	1250372	talent-passive	TraitNodeEntry	false	0	Rotational	spec		109250	135312	1					api
Warlock	Demonology	266	Fel Pact	386113	talent-passive	TraitNodeEntry	false	0	Rotational	class		71932	91440	1					api
Warlock	Demonology	266	Fel Synergy	389367	talent-passive	TraitNodeEntry	false	0	Rotational	class		71924	91432	2					api
Warlock	Demonology	266	Fiendish Stride	386110	talent-passive	TraitNodeEntry	false	0	Rotational	class		71948	91459	1					api
Warlock	Demonology	266	Flames of Xoroth	429657	talent-passive	TraitNodeEntry	false	0	Rotational	hero	Diabolist	94833	117430	1					api
Warlock	Demonology	266	Flametouched	453699	talent-passive	TraitNodeEntry	false	0	Rotational	spec		101909	125855	1					api
Warlock	Demonology	266	Fortified Soul	1271694	talent-passive	TraitNodeEntry	false	0	Rotational	class		110074	136571	1					api
Warlock	Demonology	266	Foul Mouth	1265813	talent-passive	TraitNodeEntry	false	0	Rotational	class		109840	136100	1					api
Warlock	Demonology	266	Frequent Donor	386686	talent-passive	TraitNodeEntry	false	0	Rotational	class		71937	91445	1					api
Warlock	Demonology	266	Frequent Traveler	1265801	talent-passive	TraitNodeEntry	false	0	Rotational	class		109841	136101	1					api
Warlock	Demonology	266	Friends In Dark Places	449703	talent-passive	TraitNodeEntry	false	0	Rotational	hero	Soul Harvester	94850	123840	1					api
